total_orders,buy_orders,sell_orders,holdings_count,avg_trade_size,concentration,trades_last_7_days,avg_recent_trade_size,risk_profile
50,23,27,1,1711.0912,1.0,50,1711.0912,Aggressive
37,22,15,1,1789.0045945945947,1.0,37,1789.0045945945947,Aggressive
52,20,32,3,3594.0226923076925,0.39072847682119205,52,3594.0226923076925,Aggressive
32,15,17,2,1103.686875,0.6268656716417911,32,1103.686875,Aggressive
40,20,20,3,6116.75575,0.42028985507246375,40,6116.75575,Aggressive
31,17,14,2,2639.1451612903224,0.6756756756756757,31,2639.1451612903224,Aggressive
38,18,20,3,2953.827894736842,0.38461538461538464,38,2953.827894736842,Aggressive
33,13,20,2,3257.572121212121,0.631578947368421,33,3257.572121212121,Aggressive
48,24,24,2,6085.526875,0.6046511627906976,48,6085.526875,Aggressive
53,25,28,1,1602.6877358490567,1.0,53,1602.6877358490567,Aggressive
38,22,16,1,2399.08,1.0,38,2399.08,Aggressive
40,21,19,3,5246.669,0.43703703703703706,40,5246.669,Aggressive
46,24,22,3,3140.7952173913045,0.45689655172413796,46,3140.7952173913045,Aggressive
56,30,26,1,10965.648392857143,1.0,56,10965.648392857143,Aggressive
39,21,18,3,2827.3858974358973,0.411214953271028,39,2827.3858974358973,Aggressive
50,25,25,2,2212.283,0.7222222222222222,50,2212.283,Aggressive
31,14,17,3,4371.659032258064,0.41836734693877553,31,4371.659032258064,Aggressive
39,18,21,3,3096.4751282051284,0.3944954128440367,39,3096.4751282051284,Aggressive
61,35,26,2,1652.961475409836,0.5128205128205128,61,1652.961475409836,Aggressive
42,20,22,1,454.2397619047619,1.0,42,454.2397619047619,Aggressive
59,26,33,1,1556.2389830508475,1.0,59,1556.2389830508475,Aggressive
32,15,17,1,2333.9821875,1.0,32,2333.9821875,Aggressive
48,25,23,2,4122.1658333333335,0.6373626373626373,48,4122.1658333333335,Aggressive
31,16,15,2,3396.8103225806453,0.5396825396825397,31,3396.8103225806453,Aggressive
37,15,22,3,3729.8483783783786,0.47413793103448276,37,3729.8483783783786,Aggressive
45,25,20,2,4074.9977777777776,0.5510204081632653,45,4074.9977777777776,Aggressive
53,23,30,1,6527.130566037736,1.0,53,6527.130566037736,Aggressive
39,19,20,1,5982.199230769231,1.0,39,5982.199230769231,Aggressive
40,20,20,1,2195.91575,1.0,40,2195.91575,Aggressive
53,28,25,2,2562.2135849056604,0.6444444444444445,53,2562.2135849056604,Aggressive
54,25,29,2,1863.7524074074074,0.6,54,1863.7524074074074,Aggressive
48,23,25,2,3624.931666666667,0.6363636363636364,48,3624.931666666667,Aggressive
63,31,32,2,634.9292063492063,0.574468085106383,63,634.9292063492063,Aggressive
44,25,19,2,5470.525909090909,0.5609756097560976,44,5470.525909090909,Aggressive
42,23,19,2,5155.815238095238,0.7058823529411765,42,5155.815238095238,Aggressive
37,19,18,2,4386.781081081081,0.6555555555555556,37,4386.781081081081,Aggressive
54,30,24,2,4365.596111111111,0.6986301369863014,54,4365.596111111111,Aggressive
49,26,23,2,5376.670408163265,0.5666666666666667,49,5376.670408163265,Aggressive
34,19,15,1,862.1905882352942,1.0,34,862.1905882352942,Aggressive
47,24,23,1,5248.574893617021,1.0,47,5248.574893617021,Aggressive
63,32,31,3,3815.927142857143,0.3877551020408163,63,3815.927142857143,Aggressive
49,25,24,2,7189.530408163266,0.5348837209302325,49,7189.530408163266,Aggressive
36,11,25,1,6992.434722222222,1.0,36,6992.434722222222,Aggressive
47,20,27,2,2213.182765957447,0.5058823529411764,47,2213.182765957447,Aggressive
53,30,23,2,2234.4564150943397,0.6382978723404256,53,2234.4564150943397,Aggressive
52,24,28,2,1449.9244230769232,0.6582278481012658,52,1449.9244230769232,Aggressive
53,20,33,3,2151.367924528302,0.36065573770491804,53,2151.367924528302,Aggressive
65,22,43,3,3489.568923076923,0.49166666666666664,65,3489.568923076923,Aggressive
48,28,20,3,5609.728958333333,0.36231884057971014,48,5609.728958333333,Aggressive
43,26,17,3,2388.692558139535,0.42105263157894735,43,2388.692558139535,Aggressive
34,15,19,3,2473.525588235294,0.46153846153846156,34,2473.525588235294,Aggressive
46,19,27,1,2137.8084782608694,1.0,46,2137.8084782608694,Anomalous
51,22,29,1,12881.956078431373,1.0,51,12881.956078431373,Anomalous
48,23,25,1,3503.704375,1.0,48,3503.704375,Anomalous
88,39,49,1,3305.9843181818183,1.0,88,3305.9843181818183,Anomalous
74,39,35,1,4606.904324324324,1.0,74,4606.904324324324,Anomalous
64,35,29,1,5084.514375,1.0,64,5084.514375,Anomalous
70,32,38,1,14223.99057142857,1.0,70,14223.99057142857,Anomalous
82,39,43,1,5215.713292682927,1.0,82,5215.713292682927,Anomalous
50,31,19,1,21264.41,1.0,50,21264.41,Anomalous
64,25,39,1,21299.2575,1.0,64,21299.2575,Anomalous
69,29,40,1,2515.146956521739,1.0,69,2515.146956521739,Anomalous
91,48,43,1,21435.894945054944,1.0,91,21435.894945054944,Anomalous
53,24,29,1,15433.71679245283,1.0,53,15433.71679245283,Anomalous
87,47,40,1,16550.57747126437,1.0,87,16550.57747126437,Anomalous
49,23,26,1,2980.9085714285716,1.0,49,2980.9085714285716,Anomalous
76,34,42,1,10239.029605263158,1.0,76,10239.029605263158,Anomalous
49,24,25,1,15196.206938775511,1.0,49,15196.206938775511,Anomalous
76,39,37,1,6427.498815789474,1.0,76,6427.498815789474,Anomalous
72,46,26,1,5637.810138888889,1.0,72,5637.810138888889,Anomalous
87,47,40,1,5480.242413793104,1.0,87,5480.242413793104,Anomalous
90,52,38,1,23875.563777777777,1.0,90,23875.563777777777,Anomalous
70,37,33,1,3505.5254285714286,1.0,70,3505.5254285714286,Anomalous
67,32,35,1,4088.399701492537,1.0,67,4088.399701492537,Anomalous
77,37,40,1,2052.496753246753,1.0,77,2052.496753246753,Anomalous
86,46,40,1,22701.72488372093,1.0,86,22701.72488372093,Anomalous
87,44,43,1,14691.985977011494,1.0,87,14691.985977011494,Anomalous
48,27,21,1,3947.494375,1.0,48,3947.494375,Anomalous
82,42,40,1,5121.241585365854,1.0,82,5121.241585365854,Anomalous
59,31,28,1,12064.40440677966,1.0,59,12064.40440677966,Anomalous
83,37,46,1,4801.259156626506,1.0,83,4801.259156626506,Anomalous
82,34,48,1,10606.730487804878,1.0,82,10606.730487804878,Anomalous
48,28,20,1,1160.6772916666666,1.0,48,1160.6772916666666,Anomalous
78,35,43,1,1234.2562820512821,1.0,78,1234.2562820512821,Anomalous
73,43,30,1,10618.944931506849,1.0,73,10618.944931506849,Anomalous
85,56,29,1,9719.029411764706,1.0,85,9719.029411764706,Anomalous
61,34,27,1,1970.3447540983607,1.0,61,1970.3447540983607,Anomalous
78,40,38,1,3949.5926923076922,1.0,78,3949.5926923076922,Anomalous
86,36,50,1,10194.82476744186,1.0,86,10194.82476744186,Anomalous
76,38,38,1,4533.692105263158,1.0,76,4533.692105263158,Anomalous
72,35,37,1,4215.300972222222,1.0,72,4215.300972222222,Anomalous
52,30,22,1,5944.069423076923,1.0,52,5944.069423076923,Anomalous
52,24,28,1,1885.9203846153846,1.0,52,1885.9203846153846,Anomalous
50,26,24,1,2971.4748,1.0,50,2971.4748,Anomalous
69,34,35,1,6214.003768115942,1.0,69,6214.003768115942,Anomalous
71,41,30,1,5192.100985915493,1.0,71,5192.100985915493,Anomalous
82,42,40,1,3116.4008536585366,1.0,82,3116.4008536585366,Anomalous
66,33,33,1,4985.411212121212,1.0,66,4985.411212121212,Anomalous
89,47,42,1,10528.861011235955,1.0,89,10528.861011235955,Anomalous
72,34,38,1,2154.515138888889,1.0,72,2154.515138888889,Anomalous
82,45,37,1,5335.198292682927,1.0,82,5335.198292682927,Anomalous
51,30,21,1,2825.953725490196,1.0,51,2825.953725490196,Anomalous
50,29,21,1,12154.8064,1.0,50,12154.8064,Anomalous
73,39,34,1,22167.57808219178,1.0,73,22167.57808219178,Anomalous
62,32,30,1,21701.844193548386,1.0,62,21701.844193548386,Anomalous
61,31,30,1,3973.1680327868853,1.0,61,3973.1680327868853,Anomalous
78,38,40,1,4769.208333333333,1.0,78,4769.208333333333,Anomalous
54,20,34,1,5009.077592592593,1.0,54,5009.077592592593,Anomalous
51,25,26,1,1860.4845098039216,1.0,51,1860.4845098039216,Anomalous
65,24,41,1,4863.398307692308,1.0,65,4863.398307692308,Anomalous
85,47,38,1,11930.525058823529,1.0,85,11930.525058823529,Anomalous
84,42,42,1,3261.201666666667,1.0,84,3261.201666666667,Anomalous
88,48,40,1,1057.0610227272728,1.0,88,1057.0610227272728,Anomalous
87,49,38,1,5335.910574712644,1.0,87,5335.910574712644,Anomalous
71,30,41,1,5495.561126760564,1.0,71,5495.561126760564,Anomalous
47,27,20,1,21556.783617021276,1.0,47,21556.783617021276,Anomalous
90,47,43,1,5700.747555555556,1.0,90,5700.747555555556,Anomalous
54,34,20,1,6065.429074074074,1.0,54,6065.429074074074,Anomalous
67,28,39,1,20571.031194029852,1.0,67,20571.031194029852,Anomalous
51,17,34,1,1255.0209803921568,1.0,51,1255.0209803921568,Anomalous
60,34,26,1,1242.2501666666667,1.0,60,1242.2501666666667,Anomalous
84,39,45,1,22521.043214285713,1.0,84,22521.043214285713,Anomalous
90,40,50,1,15455.422,1.0,90,15455.422,Anomalous
51,25,26,1,5045.929019607843,1.0,51,5045.929019607843,Anomalous
46,24,22,1,1232.1371739130434,1.0,46,1232.1371739130434,Anomalous
83,41,42,1,4739.169879518072,1.0,83,4739.169879518072,Anomalous
85,50,35,1,23231.944,1.0,85,23231.944,Anomalous
70,38,32,1,13114.413428571428,1.0,70,13114.413428571428,Anomalous
58,27,31,1,5949.823103448276,1.0,58,5949.823103448276,Anomalous
52,25,27,1,2632.434807692308,1.0,52,2632.434807692308,Anomalous
54,29,25,1,4358.807962962963,1.0,54,4358.807962962963,Anomalous
79,37,42,1,4825.413924050633,1.0,79,4825.413924050633,Anomalous
74,37,37,1,10111.501891891892,1.0,74,10111.501891891892,Anomalous
83,39,44,1,12507.10108433735,1.0,83,12507.10108433735,Anomalous
53,27,26,1,10986.631886792453,1.0,53,10986.631886792453,Anomalous
67,36,31,1,1310.6005970149254,1.0,67,1310.6005970149254,Anomalous
64,31,33,1,10356.73484375,1.0,64,10356.73484375,Anomalous
73,32,41,1,4432.681506849315,1.0,73,4432.681506849315,Anomalous
64,33,31,1,6075.38640625,1.0,64,6075.38640625,Anomalous
61,29,32,1,22581.70442622951,1.0,61,22581.70442622951,Anomalous
50,24,26,1,6522.155,1.0,50,6522.155,Anomalous
59,28,31,1,23542.223220338983,1.0,59,23542.223220338983,Anomalous
86,43,43,1,6415.996162790698,1.0,86,6415.996162790698,Anomalous
55,28,27,1,4849.933636363637,1.0,55,4849.933636363637,Anomalous
58,31,27,1,3780.0370689655174,1.0,58,3780.0370689655174,Anomalous
52,21,31,1,11151.608653846153,1.0,52,11151.608653846153,Anomalous
89,43,46,1,1197.4305617977527,1.0,89,1197.4305617977527,Anomalous
84,44,40,1,14250.646785714285,1.0,84,14250.646785714285,Anomalous
80,43,37,1,23371.806875,1.0,80,23371.806875,Anomalous
49,23,26,1,16183.407959183673,1.0,49,16183.407959183673,Anomalous
62,34,28,1,22252.476290322582,1.0,62,22252.476290322582,Anomalous
53,31,22,1,5216.304339622641,1.0,53,5216.304339622641,Anomalous
74,43,31,1,3121.779864864865,1.0,74,3121.779864864865,Anomalous
50,23,27,1,3625.2178,1.0,50,3625.2178,Anomalous
64,35,29,1,15263.73078125,1.0,64,15263.73078125,Anomalous
63,24,39,1,5907.837936507936,1.0,63,5907.837936507936,Anomalous
64,33,31,1,4642.68671875,1.0,64,4642.68671875,Anomalous
81,47,34,1,4325.2,1.0,81,4325.2,Anomalous
65,34,31,1,21179.34292307692,1.0,65,21179.34292307692,Anomalous
83,43,40,1,4646.30578313253,1.0,83,4646.30578313253,Anomalous
74,46,28,1,3200.106216216216,1.0,74,3200.106216216216,Anomalous
74,44,30,1,1191.595135135135,1.0,74,1191.595135135135,Anomalous
60,30,30,1,5186.814,1.0,60,5186.814,Anomalous
54,30,24,1,3183.682222222222,1.0,54,3183.682222222222,Anomalous
78,37,41,1,23920.201153846156,1.0,78,23920.201153846156,Anomalous
84,45,39,1,3249.2613095238094,1.0,84,3249.2613095238094,Anomalous
49,27,22,1,9557.32,1.0,49,9557.32,Anomalous
78,37,41,1,12374.583717948717,1.0,78,12374.583717948717,Anomalous
47,24,23,1,15381.950425531915,1.0,47,15381.950425531915,Anomalous
50,26,24,1,4779.402,1.0,50,4779.402,Anomalous
73,29,44,1,13072.043835616438,1.0,73,13072.043835616438,Anomalous
58,33,25,1,23856.16448275862,1.0,58,23856.16448275862,Anomalous
90,39,51,1,1906.314111111111,1.0,90,1906.314111111111,Anomalous
91,46,45,1,5761.562417582418,1.0,91,5761.562417582418,Anomalous
66,35,31,1,23060.999848484847,1.0,66,23060.999848484847,Anomalous
48,27,21,1,4274.448125,1.0,48,4274.448125,Anomalous
86,45,41,1,3577.6063953488374,1.0,86,3577.6063953488374,Anomalous
65,31,34,1,3707.7375384615384,1.0,65,3707.7375384615384,Anomalous
63,32,31,1,23855.7626984127,1.0,63,23855.7626984127,Anomalous
57,31,26,1,3444.5780701754384,1.0,57,3444.5780701754384,Anomalous
82,37,45,1,15503.27036585366,1.0,82,15503.27036585366,Anomalous
48,30,18,1,1170.6947916666666,1.0,48,1170.6947916666666,Anomalous
65,34,31,1,5699.532153846154,1.0,65,5699.532153846154,Anomalous
79,32,47,1,12156.897088607595,1.0,79,12156.897088607595,Anomalous
78,36,42,1,12486.401794871796,1.0,78,12486.401794871796,Anomalous
90,48,42,1,5333.848222222222,1.0,90,5333.848222222222,Anomalous
85,36,49,1,22159.72094117647,1.0,85,22159.72094117647,Anomalous
56,23,33,1,13494.440178571429,1.0,56,13494.440178571429,Anomalous
66,42,24,1,2817.609393939394,1.0,66,2817.609393939394,Anomalous
76,45,31,1,14943.567236842106,1.0,76,14943.567236842106,Anomalous
60,36,24,1,2532.0295,1.0,60,2532.0295,Anomalous
49,28,21,1,12487.171428571428,1.0,49,12487.171428571428,Anomalous
52,29,23,1,12424.001538461538,1.0,52,12424.001538461538,Anomalous
50,27,23,1,11308.497,1.0,50,11308.497,Anomalous
87,48,39,1,3510.457471264368,1.0,87,3510.457471264368,Anomalous
57,24,33,1,2729.8156140350875,1.0,57,2729.8156140350875,Anomalous
53,27,26,1,2262.618113207547,1.0,53,2262.618113207547,Anomalous
55,24,31,1,15284.690363636364,1.0,55,15284.690363636364,Anomalous
49,20,29,1,4875.411836734694,1.0,49,4875.411836734694,Anomalous
79,33,46,1,4994.742911392405,1.0,79,4994.742911392405,Anomalous
75,39,36,1,2355.5096,1.0,75,2355.5096,Anomalous
67,27,40,1,20716.61537313433,1.0,67,20716.61537313433,Anomalous
53,30,23,1,13977.32924528302,1.0,53,13977.32924528302,Anomalous
69,29,40,1,1970.061884057971,1.0,69,1970.061884057971,Anomalous
56,18,38,1,4081.5491071428573,1.0,56,4081.5491071428573,Anomalous
87,38,49,1,12257.073908045977,1.0,87,12257.073908045977,Anomalous
73,39,34,1,5249.561095890411,1.0,73,5249.561095890411,Anomalous
76,38,38,1,10659.893684210527,1.0,76,10659.893684210527,Anomalous
67,30,37,1,3219.580895522388,1.0,67,3219.580895522388,Anomalous
60,33,27,1,4801.876666666667,1.0,60,4801.876666666667,Anomalous
57,32,25,1,14585.293157894737,1.0,57,14585.293157894737,Anomalous
56,23,33,1,2348.322857142857,1.0,56,2348.322857142857,Anomalous
75,38,37,1,5054.4008,1.0,75,5054.4008,Anomalous
87,47,40,1,10444.270114942528,1.0,87,10444.270114942528,Anomalous
64,36,28,1,9692.71453125,1.0,64,9692.71453125,Anomalous
91,47,44,1,15137.708021978022,1.0,91,15137.708021978022,Anomalous
72,36,36,1,5810.004166666667,1.0,72,5810.004166666667,Anomalous
85,47,38,1,1130.230705882353,1.0,85,1130.230705882353,Anomalous
52,28,24,1,16990.271153846155,1.0,52,16990.271153846155,Anomalous
64,33,31,1,11975.33203125,1.0,64,11975.33203125,Anomalous
84,37,47,1,23391.51523809524,1.0,84,23391.51523809524,Anomalous
91,37,54,1,4375.670439560439,1.0,91,4375.670439560439,Anomalous
82,47,35,1,1969.6928048780487,1.0,82,1969.6928048780487,Anomalous
74,33,41,1,5539.891351351352,1.0,74,5539.891351351352,Anomalous
79,40,39,1,9721.950759493671,1.0,79,9721.950759493671,Anomalous
74,45,29,1,2983.2327027027027,1.0,74,2983.2327027027027,Anomalous
55,32,23,1,3132.0705454545455,1.0,55,3132.0705454545455,Anomalous
59,31,28,1,16187.101525423728,1.0,59,16187.101525423728,Anomalous
75,30,45,1,3910.4837333333335,1.0,75,3910.4837333333335,Anomalous
70,31,39,1,4907.8941428571425,1.0,70,4907.8941428571425,Anomalous
90,51,39,1,10743.452888888889,1.0,90,10743.452888888889,Anomalous
72,38,34,1,4851.958333333333,1.0,72,4851.958333333333,Anomalous
67,36,31,1,15222.912985074627,1.0,67,15222.912985074627,Anomalous
74,40,34,1,3794.497162162162,1.0,74,3794.497162162162,Anomalous
57,22,35,1,4185.123684210526,1.0,57,4185.123684210526,Anomalous
65,32,33,1,6845.5850769230765,1.0,65,6845.5850769230765,Anomalous
86,43,43,1,2063.323604651163,1.0,86,2063.323604651163,Anomalous
46,30,16,1,4756.323695652174,1.0,46,4756.323695652174,Anomalous
84,40,44,1,22108.38595238095,1.0,84,22108.38595238095,Anomalous
50,20,30,1,4276.9892,1.0,50,4276.9892,Anomalous
50,28,22,1,21992.6976,1.0,50,21992.6976,Anomalous
74,34,40,1,2064.615945945946,1.0,74,2064.615945945946,Anomalous
61,34,27,1,6394.090327868853,1.0,61,6394.090327868853,Anomalous
46,15,31,1,3306.8082608695654,1.0,46,3306.8082608695654,Anomalous
73,41,32,1,1813.920410958904,1.0,73,1813.920410958904,Anomalous
78,37,41,1,4512.34141025641,1.0,78,4512.34141025641,Anomalous
60,34,26,1,10423.741833333333,1.0,60,10423.741833333333,Anomalous
88,44,44,1,5710.866931818182,1.0,88,5710.866931818182,Anomalous
89,50,39,1,4457.556179775281,1.0,89,4457.556179775281,Anomalous
88,43,45,1,3684.9801136363635,1.0,88,3684.9801136363635,Anomalous
74,41,33,1,3703.935810810811,1.0,74,3703.935810810811,Anomalous
